service_id,Value_Deal,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Internet_ID,Customer_ID
5208,None,Yes,No,No,Yes,No,No,No,No,No,Yes,9,99475-KAR
5209,Deal 2,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,9,11887-MAD
5210,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,55833-UTT
5211,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1,45099-TAM
5212,Deal 4,Yes,No,No,Yes,No,No,No,No,No,Yes,3,66239-PUN
5213,None,Yes,Yes,No,No,No,No,Yes,No,No,No,3,74594-TEL
5214,Deal 3,Yes,No,No,No,No,No,No,No,No,No,3,66114-MAD
5215,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,57810-WES
5216,None,Yes,No,Yes,No,Yes,No,No,No,No,Yes,1,71965-TEL
5217,Deal 4,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,97664-GUJ
5218,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,3,14087-UTT
5219,None,No,No,No,No,No,No,Yes,Yes,Yes,No,1,44775-GUJ
5220,None,Yes,No,No,No,No,No,No,No,No,Yes,21,18804-PUN
5221,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,41658-KAR
5222,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,3,45324-TAM
5223,Deal 4,Yes,No,Yes,No,No,No,No,No,No,Yes,3,78323-KER
5224,Deal 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,97526-TEL
5225,None,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,9,94700-UTT
5226,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,1,61181-BIH
5227,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,55831-TAM
5228,Deal 1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,49592-UTT
5229,Deal 4,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,1,49119-KAR
5230,None,Yes,No,No,No,No,No,No,No,No,Yes,21,99144-UTT
5231,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,21,59230-TAM
5232,None,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,3,44152-PUN
5233,None,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,3,67019-MAD
5234,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,13751-PUN
5235,Deal 3,Yes,Yes,No,No,No,No,No,No,No,Yes,3,65643-JAM
5236,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,29604-AND
5237,None,No,No,No,No,No,No,No,No,No,Yes,1,92228-BIH
5238,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,3,76561-RAJ
5239,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,1,48222-WES
5240,None,Yes,No,No,No,No,No,No,No,No,Yes,21,82380-MAH
5241,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,18440-HAR
5242,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,57185-UTT
5243,Deal 5,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,3,41677-DEL
5244,Deal 2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,3,68719-AND
5245,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,14570-KAR
5246,Deal 5,Yes,No,No,Yes,Yes,No,No,No,No,Yes,9,47613-AND
5247,None,Yes,No,No,No,No,No,No,No,No,Yes,21,79282-TAM
5248,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,39190-WES
5249,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,35267-ODI
5250,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,59749-TAM
5251,None,Yes,No,No,No,No,No,No,No,No,Yes,21,81676-KAR
5252,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,75045-ASS
5253,None,Yes,No,No,No,No,No,No,No,No,Yes,21,74092-TAM
5254,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,3,29419-TEL
5255,None,Yes,No,No,No,No,No,No,No,No,Yes,3,18349-RAJ
5256,Deal 5,Yes,No,No,No,No,No,Yes,No,No,No,3,28581-JAM
5257,Deal 1,Yes,Yes,Yes,No,No,No,No,No,No,No,3,81021-TAM
5258,Deal 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,53111-GUJ
5259,None,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,67547-GUJ
5260,None,No,No,No,No,No,No,Yes,Yes,Yes,Yes,9,11799-TAM
5261,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,42152-DEL
5262,Deal 1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,3,73761-UTT
5263,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,27692-GUJ
5264,Deal 2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,62966-TAM
5265,Deal 2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,9,89855-RAJ
5266,Deal 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3,65823-MAH
5267,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,53134-UTT
5268,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,37131-MAH
5269,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,98918-UTT
5270,Deal 5,Yes,No,No,Yes,No,No,No,No,No,Yes,9,95331-UTT
5271,None,Yes,No,Yes,Yes,No,No,No,No,No,Yes,9,92130-BIH
5272,None,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,9,11744-TAM
5273,None,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,83690-AND
5274,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,3,44192-AND
5275,Deal 5,Yes,No,No,No,No,No,No,No,Yes,Yes,9,56658-ASS
5276,Deal 5,No,No,No,Yes,No,No,No,No,No,Yes,9,17597-HAR
5277,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,32887-MAH
5278,None,Yes,No,No,No,No,No,No,No,No,Yes,9,32447-HAR
5279,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,3,66748-KAR
5280,None,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,9,46345-AND
5281,None,Yes,No,No,Yes,No,No,No,No,No,Yes,3,36574-WES
5282,None,Yes,No,No,No,No,No,No,No,No,Yes,21,87526-DEL
5283,Deal 4,Yes,No,Yes,No,No,No,Yes,No,No,Yes,3,13819-TAM
5284,Deal 5,Yes,No,No,No,Yes,No,No,No,No,Yes,3,94341-JHA
5285,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,24592-WES
5286,Deal 2,No,No,Yes,Yes,No,Yes,Yes,No,No,No,1,31406-WES
5287,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,18247-GUJ
5288,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,48845-MAH
5289,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,82427-MAH
5290,None,Yes,No,No,No,No,No,No,No,No,Yes,21,52399-UTT
5291,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,59612-RAJ
5292,Deal 4,Yes,Yes,No,No,No,No,No,No,Yes,Yes,3,63303-TAM
5293,None,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,9,29841-UTT
5294,Deal 2,Yes,No,No,No,Yes,No,No,No,No,Yes,9,11873-HAR
5295,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,61289-MAH
5296,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,3,29978-DEL
5297,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,87630-MAD
5298,None,Yes,No,No,No,No,No,No,No,No,Yes,21,26069-AND
5299,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,9,49078-MAH
5300,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,75841-TAM
5301,Deal 4,Yes,No,Yes,No,No,No,No,No,No,Yes,3,48298-PUN
5302,None,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,23332-ODI
5303,None,No,No,No,Yes,No,No,Yes,Yes,Yes,No,9,75936-WES
5304,None,No,No,No,No,No,No,Yes,Yes,Yes,Yes,1,59386-JAM
5305,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,28378-MAD
5306,Deal 3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,9,47511-AND
5307,Deal 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,85208-TAM
5308,None,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,3,58079-MAH
5309,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,9,66938-WES
5310,Deal 3,No,No,No,No,No,Yes,No,No,No,Yes,9,67441-RAJ
5311,None,Yes,No,No,No,No,No,No,No,No,Yes,21,69607-TAM
5312,None,Yes,No,No,No,No,Yes,No,No,No,Yes,9,96244-AND
5313,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,73264-BIH
5314,None,Yes,Yes,No,No,Yes,No,No,No,No,Yes,3,79473-PUN
5315,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3,31674-UTT
5316,None,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,9,81582-UTT
5317,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,61027-DEL
5318,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,74471-AND
5319,Deal 2,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,1,48080-MAH
5320,None,Yes,No,No,No,No,No,No,No,No,Yes,21,87760-BIH
5321,None,No,No,No,Yes,No,No,No,No,No,Yes,9,85022-MAD
5322,None,Yes,No,No,No,No,No,No,No,No,No,1,19440-BIH
5323,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,18027-UTT
5324,None,Yes,No,No,No,No,No,Yes,No,No,Yes,3,21572-ASS
5325,Deal 2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,41494-HAR
5326,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,64053-JAM
5327,None,Yes,No,Yes,No,No,No,No,No,No,No,9,64388-JHA
5328,None,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,3,64722-WES
5329,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,66574-MAH
5330,None,Yes,No,No,No,No,No,No,No,No,Yes,21,59601-HAR
5331,None,Yes,No,No,No,No,No,No,No,No,Yes,21,83549-GUJ
5332,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,59408-AND
5333,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,9,33718-MAH
5334,None,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,3,27083-MAD
5335,Deal 3,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1,86777-HAR
5336,None,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,47441-TEL
5337,None,Yes,No,No,No,No,No,No,No,No,Yes,3,33124-TAM
5338,Deal 4,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,3,85386-UTT
5339,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,81255-AND
5340,None,Yes,No,No,No,No,No,No,No,No,Yes,9,15757-HAR
5341,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3,51507-BIH
5342,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,3,39182-TAM
5343,None,No,No,Yes,No,Yes,Yes,No,No,No,Yes,1,65804-BIH
5344,None,Yes,No,No,No,No,No,No,No,Yes,Yes,3,91824-DEL
5345,None,Yes,No,No,No,No,No,No,No,No,Yes,21,33958-BIH
5346,None,Yes,No,No,No,Yes,Yes,No,No,No,Yes,3,36599-BIH
5347,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,3,13035-KAR
5348,Deal 4,Yes,No,No,No,No,No,Yes,No,No,Yes,1,35911-MAD
5349,Deal 2,Yes,Yes,Yes,No,No,Yes,No,No,No,No,9,53572-ASS
5350,None,Yes,No,Yes,No,No,Yes,No,No,No,Yes,1,95872-TAM
5351,None,Yes,No,No,No,No,No,No,No,No,Yes,21,95759-ASS
5352,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,9,94418-TEL
5353,Deal 3,Yes,No,No,Yes,No,Yes,No,No,No,Yes,3,59590-JHA
5354,None,Yes,No,No,No,No,No,No,No,No,No,9,58784-ASS
5355,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,61073-TAM
5356,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,3,59266-MAH
5357,None,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,1,26038-UTT
5358,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,91765-GUJ
5359,None,Yes,No,Yes,No,No,Yes,No,No,No,Yes,9,85577-JAM
5360,Deal 2,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,9,31742-BIH
5361,Deal 2,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,9,16839-WES
5362,Deal 1,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,31978-WES
5363,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,83919-PUN
5364,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,3,65611-UTT
5365,Deal 1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,19793-UTT
5366,None,Yes,No,No,No,No,No,No,No,No,Yes,21,12752-RAJ
5367,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,9,68522-ASS
5368,None,Yes,No,No,No,No,No,No,No,No,Yes,21,15559-MAH
5369,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,28398-TEL
5370,Deal 4,Yes,Yes,No,No,Yes,No,No,No,No,Yes,3,93496-TAM
5371,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,27287-UTT
5372,None,Yes,No,No,No,No,No,No,No,No,Yes,21,57149-TAM
5373,None,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,9,42182-TAM
5374,Deal 1,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,3,94500-UTT
5375,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,17154-MAH
5376,Deal 2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,36560-WES
5377,Deal 3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,94678-MAH
5378,Deal 2,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,68013-MAH
5379,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,47576-AND
5380,Deal 4,Yes,No,No,No,No,No,No,No,No,No,3,59594-TAM
5381,Deal 1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,64615-JAM
5382,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,13946-HAR
5383,Deal 2,No,No,No,Yes,No,No,No,Yes,Yes,Yes,9,43542-MAD
5384,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,67686-KAR
5385,None,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,66276-WES
5386,None,Yes,No,No,No,No,No,No,No,No,Yes,21,92987-GUJ
5387,None,Yes,No,No,No,No,No,No,No,No,Yes,9,38577-BIH
5388,None,Yes,No,No,No,No,No,No,No,No,Yes,21,95700-MAH
5389,Deal 1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3,36197-GUJ
5390,None,Yes,No,Yes,No,No,No,No,No,No,Yes,3,17950-AND
5391,Deal 2,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,9,84054-PUN
5392,None,No,No,No,No,No,Yes,Yes,No,No,No,9,89663-BIH
5393,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,3,63752-KAR
5394,Deal 2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,59510-UTT
5395,None,No,No,No,Yes,No,No,No,No,No,Yes,9,16325-HAR
5396,None,Yes,No,No,No,No,Yes,No,No,No,Yes,9,74913-MAD
5397,Deal 5,Yes,No,No,No,Yes,No,No,No,No,Yes,9,41017-MAH
5398,Deal 3,No,No,No,No,Yes,Yes,No,No,No,Yes,9,46826-WES
5399,Deal 4,Yes,No,Yes,Yes,No,No,No,No,No,Yes,1,74134-UTT
5400,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3,64096-UTT
5401,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,62829-RAJ
5402,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,19000-HAR
5403,Deal 2,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,1,51033-UTT
5404,None,Yes,No,No,No,No,No,No,No,No,Yes,9,83736-UTT
5405,None,No,No,No,No,No,Yes,Yes,No,No,Yes,9,87696-TEL
5406,None,No,No,No,No,No,Yes,No,No,No,No,9,45330-MAH
5407,None,Yes,No,No,No,No,No,Yes,No,No,No,3,51123-HAR
5408,None,Yes,No,No,No,No,No,No,No,No,Yes,21,21495-KAR
5409,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,15875-MAD
5410,None,Yes,No,No,No,No,No,No,No,No,Yes,21,51657-TAM
5411,None,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3,98473-UTT
5412,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,1,37295-KAR
5413,None,Yes,Yes,No,No,No,No,No,No,No,Yes,1,88933-TAM
5414,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,9,83915-AND
5415,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9,57155-KAR
5416,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,94815-RAJ
5417,Deal 3,Yes,No,No,No,Yes,Yes,No,No,No,Yes,3,96951-AND
5418,None,Yes,No,No,Yes,No,No,No,No,No,Yes,9,58500-BIH
5419,None,Yes,No,No,No,No,No,No,No,No,Yes,21,65329-UTT
5420,None,Yes,Yes,No,No,No,No,No,Yes,No,Yes,1,45307-MAD
5421,None,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,9,11850-MAH
5422,None,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,3,46190-TAM
5423,Deal 1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,25726-TAM
5424,Deal 1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,48146-KAR
5425,Deal 4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3,71837-TAM
5426,None,Yes,No,No,No,No,No,No,No,No,Yes,21,22782-ODI
5427,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,99127-JAM
5428,None,Yes,No,No,No,No,No,No,No,No,Yes,21,82213-AND
5429,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3,46585-JAM
5430,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,74762-MAD
5431,Deal 5,Yes,No,Yes,No,No,No,No,No,No,Yes,9,61331-UTT
5432,None,No,No,Yes,No,Yes,Yes,No,No,No,Yes,9,29458-HAR
5433,Deal 5,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,9,79733-UTT
5434,Deal 4,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,9,13038-WES
5435,Deal 4,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,9,26736-TAM
5436,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,92563-MAD
5437,None,Yes,No,Yes,No,No,No,No,No,No,Yes,9,78335-MAH
5438,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,3,59258-TEL
5439,Deal 5,No,No,No,No,No,No,No,No,No,Yes,9,56821-MAH
5440,Deal 2,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,3,84271-TEL
5441,None,Yes,No,No,No,No,No,No,No,No,Yes,21,83440-GUJ
5442,None,Yes,No,No,No,Yes,No,No,No,No,No,1,37167-TAM
5443,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,21,32067-PUN
5444,None,Yes,No,No,No,No,No,No,No,No,Yes,21,29754-UTT
5445,Deal 3,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,3,39306-TAM
5446,None,Yes,No,No,No,No,No,No,No,No,Yes,21,23078-UTT
5447,None,Yes,No,No,No,No,No,No,No,No,Yes,21,96568-BIH
5448,Deal 5,No,No,No,Yes,Yes,Yes,No,No,No,No,1,79298-AND
5449,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,82326-ODI
5450,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,54470-MAD
5451,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,3,12426-KER
5452,Deal 1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,52355-MAH
5453,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,53350-TEL
5454,None,Yes,Yes,No,No,No,Yes,No,No,No,Yes,3,43410-MAD
5455,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,84133-KER
5456,Deal 5,Yes,No,No,No,No,No,No,No,No,No,9,19665-JAM
5457,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,37118-JAM
5458,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,3,96284-ODI
5459,None,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,35675-KAR
5460,Deal 2,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,31459-UTT
5461,Deal 2,Yes,Yes,Yes,Yes,No,No,No,No,No,No,9,93568-TAM
5462,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,24721-MAH
5463,None,Yes,No,No,Yes,No,Yes,No,No,No,Yes,1,92576-UTT
5464,None,Yes,No,No,No,No,No,No,No,Yes,Yes,9,84889-GUJ
5465,None,Yes,No,No,No,No,No,No,No,No,Yes,21,84012-MAD
5466,None,Yes,No,No,No,No,No,No,No,No,Yes,21,78693-KER
5467,None,Yes,No,Yes,No,No,No,No,No,No,Yes,3,68773-MAD
5468,Deal 5,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,1,43274-WES
5469,Deal 5,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,25097-MAH
5470,Deal 4,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3,25338-HAR
5471,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,67154-HAR
5472,Deal 5,No,No,Yes,No,No,No,No,No,No,Yes,9,97045-UTT
5473,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,85027-KAR
5474,Deal 4,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,1,97989-JHA
5475,None,Yes,No,No,No,No,No,No,No,No,Yes,21,56022-RAJ
5476,Deal 5,No,No,No,No,No,No,No,Yes,Yes,Yes,1,35016-ODI
5477,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,3,96875-WES
5478,Deal 2,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,3,65744-MAH
5479,Deal 4,Yes,Yes,No,No,No,No,No,Yes,Yes,No,3,38217-AND
5480,Deal 1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,84182-TAM
5481,None,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,9,65356-TAM
5482,None,Yes,No,No,No,Yes,No,Yes,No,No,Yes,1,35715-WES
5483,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,9,14960-TEL
5484,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,54803-UTT
5485,None,Yes,Yes,No,No,No,No,Yes,No,No,Yes,1,85113-TAM
5486,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,42850-JHA
5487,None,Yes,Yes,No,Yes,No,No,No,No,No,Yes,9,48839-RAJ
5488,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,12303-BIH
5489,None,Yes,No,No,No,No,No,No,No,No,Yes,21,45554-UTT
5490,None,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,94667-AND
5491,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,9,19200-TAM
5492,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,31495-UTT
5493,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,1,43067-KAR
5494,None,Yes,No,No,No,No,No,No,No,No,Yes,21,53449-MAH
5495,None,No,No,Yes,Yes,No,Yes,No,No,No,Yes,9,15488-RAJ
5496,Deal 5,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,9,61609-JHA
5497,Deal 2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3,87778-UTT
5498,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,1,77467-GUJ
5499,Deal 5,No,No,No,No,No,No,Yes,No,No,Yes,9,92524-AND
5500,Deal 3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,47504-HAR
5501,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,36760-GUJ
5502,None,Yes,No,No,No,No,No,No,No,No,Yes,21,65450-KAR
5503,Deal 3,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,1,71642-KER
5504,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,9,16032-MAD
5505,None,Yes,No,No,No,Yes,No,No,No,No,Yes,3,33023-GUJ
5506,None,Yes,Yes,No,No,No,Yes,No,No,No,Yes,1,46463-JAM
5507,None,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,3,88435-TEL
5508,None,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3,28221-WES
5509,None,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,1,95485-MAH
5510,Deal 5,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,9,79440-RAJ
5511,Deal 5,Yes,No,No,No,No,No,No,No,No,No,3,95169-GUJ
5512,Deal 5,Yes,Yes,No,No,No,No,No,No,No,Yes,3,21292-HAR
5513,Deal 4,Yes,No,No,Yes,No,No,No,No,No,Yes,3,46048-HAR
5514,Deal 4,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,9,71574-TAM
5515,None,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,9,31509-KAR
5516,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,73435-MAD
5517,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,54933-HAR
5518,None,Yes,No,No,No,No,No,No,No,No,Yes,3,38731-AND
5519,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,9,71533-MAD
