Customer_ID,Gender,Age,Married,Number_of_Referrals,Tenure_in_Months,churn_id,state_id
78100-KAR,Female,57,No,12,31,67,4
78104-JHA,Female,61,Yes,11,9,20,29
78104-TAM,Female,44,Yes,1,20,3,5
78121-MAH,Male,33,Yes,0,17,63,2
78124-WES,Female,20,No,10,10,1,3
78129-DEL,Female,28,No,13,32,193,1
78138-HAR,Female,26,Yes,2,22,1,32
78146-TAM,Female,26,Yes,9,18,1,5
78146-UTT,Male,32,No,3,17,1,10
78149-BIH,Male,33,Yes,5,24,1,16
78178-UTT,Male,23,Yes,6,1,1,51
78220-TAM,Female,21,Yes,14,10,18,5
78225-UTT,Male,35,Yes,15,32,1,10
78228-KER,Female,58,Yes,3,8,3,73
78253-GUJ,Male,63,No,13,30,18,8
78253-UTT,Male,56,Yes,11,26,1,51
78270-TAM,Female,35,No,3,15,1,5
78274-PUD,Female,36,Yes,8,16,25,238
78283-WES,Female,56,No,12,16,288,3
78290-RAJ,Male,27,No,1,10,3,11
78303-AND,Female,35,No,13,35,72,19
78303-KER,Female,47,Yes,14,35,1,73
78306-HAR,Female,79,No,1,21,1,32
78312-MAH,Female,46,Yes,4,27,1,2
78315-TAM,Male,42,No,10,4,1,5
78319-TEL,Male,71,Yes,8,9,19,6
78323-KER,Male,34,No,1,12,63,73
78333-HAR,Female,76,No,11,11,72,32
78335-MAH,Male,31,No,0,6,1,2
78356-KER,Male,78,No,4,28,1,73
78381-PUN,Female,26,No,5,3,25,26
78389-KER,Female,51,No,4,36,1,73
78396-MAD,Female,50,Yes,11,16,25,20
78412-UTT,Female,57,No,8,12,67,10
78414-JAM,Male,28,Yes,0,13,1,41
78417-WES,Female,42,No,0,29,1,3
78483-JAM,Male,67,No,8,7,20,41
78511-UTT,Female,54,Yes,7,16,1,10
78521-AND,Male,57,No,7,33,1,19
78524-TAM,Female,64,No,1,23,1,5
78540-UTT,Female,43,No,7,18,1,51
78566-JAM,Female,54,Yes,15,28,20,41
78590-WES,Female,75,No,8,20,72,3
78614-KER,Female,35,Yes,15,26,1,73
78614-UTT,Male,59,No,9,3,1,10
78645-UTT,Female,40,No,7,12,1,10
78650-UTT,Female,22,No,7,2,1,10
78682-KER,Female,65,Yes,14,25,4,73
78693-BIH,Female,25,Yes,6,10,1,16
78693-KER,Female,35,No,9,14,1,73
78711-MAD,Female,62,Yes,1,25,1,20
78738-TAM,Male,53,No,5,11,1,5
78753-JAM,Female,20,Yes,1,8,20,41
78790-PUN,Male,49,No,0,4,3,26
78790-WES,Female,32,Yes,13,36,22,3
78806-PUN,Male,66,Yes,2,26,1,26
78828-AND,Male,54,Yes,1,33,1,19
78842-AND,Male,36,Yes,5,10,1,19
78843-WES,Male,35,No,14,7,1,3
78850-KAR,Female,58,No,13,33,1,4
78856-KAR,Male,69,Yes,8,18,1,4
78859-MAH,Male,48,Yes,12,9,193,2
78859-UTT,Male,62,No,15,29,1,10
78860-ODI,Female,35,No,7,4,1,69
78881-GUJ,Female,46,Yes,13,9,1,8
78885-TAM,Female,43,No,2,5,18,5
78890-UTT,Female,81,No,2,25,67,10
78891-BIH,Female,33,Yes,9,15,1,16
78895-HAR,Male,24,Yes,12,4,1,32
78909-TAM,Female,74,No,5,30,3,5
78911-WES,Male,26,No,11,29,1,3
78913-JAM,Female,29,No,2,17,1,41
78918-BIH,Female,59,No,12,11,18,16
78937-TAM,Male,41,Yes,12,27,22,5
78945-AND,Male,84,Yes,14,22,1,19
78945-TEL,Female,35,No,8,27,1,6
78962-TAM,Male,34,Yes,7,6,1,5
78971-TAM,Female,31,No,4,28,1,5
78977-UTT,Female,71,Yes,11,5,1,10
78978-UTT,Male,54,No,0,13,18,10
78979-KAR,Male,46,No,5,1,1,4
78989-GUJ,Female,54,No,3,18,1,8
78997-WES,Female,64,No,11,22,1,3
79008-GUJ,Female,71,No,1,20,20,8
79020-KAR,Female,29,No,15,29,67,4
79045-RAJ,Male,50,Yes,6,30,1,11
79054-TEL,Female,75,Yes,7,35,1,6
79098-TAM,Female,55,No,9,31,1,5
79111-MAD,Female,71,Yes,10,7,67,20
79112-MAD,Male,37,No,1,3,1,20
79129-KAR,Female,40,No,15,1,1,4
79166-JAM,Female,63,No,14,33,20,41
79168-UTT,Female,78,No,2,10,18,10
79206-UTT,Female,35,No,13,2,141,10
79233-TAM,Male,39,Yes,3,27,63,5
79244-BIH,Female,53,No,10,9,1,16
79245-JAM,Male,48,No,6,1,1,41
79251-UTT,Female,28,Yes,5,9,1,10
79282-TAM,Female,58,No,0,17,63,5
79288-AND,Male,36,No,7,14,1,19
79298-AND,Female,58,No,15,20,1,19
79306-PUN,Female,54,Yes,8,26,1,26
79308-AND,Male,63,No,0,34,1,19
79321-MAH,Female,22,Yes,4,8,1,2
79328-BIH,Female,21,Yes,7,3,1,16
79335-MAD,Female,40,Yes,0,33,212,20
79342-KAR,Female,39,Yes,5,22,18,4
79351-MAH,Male,55,Yes,3,27,1,2
79397-HAR,Female,83,No,5,8,19,32
79418-BIH,Female,20,No,4,1,1,16
79425-GUJ,Male,58,No,12,28,1,8
79427-BIH,Female,50,Yes,10,1,1,16
79427-KAR,Male,67,Yes,12,21,18,4
79433-KAR,Female,51,No,13,23,86,4
79440-RAJ,Female,64,Yes,11,3,1,11
79465-HAR,Female,23,Yes,12,5,1,32
79473-PUN,Male,59,Yes,2,11,67,26
79486-ODI,Female,71,Yes,14,22,26,69
79494-MAH,Male,57,No,15,31,1,2
79499-UTT,Female,58,Yes,11,4,1,10
79546-KAR,Male,51,Yes,10,35,1,4
79581-JAM,Female,47,Yes,4,10,1,41
79581-KAR,Female,57,No,3,12,1,4
79587-JAM,Male,49,No,6,16,1,41
79595-MAD,Male,59,No,2,3,1,20
79601-KAR,Male,46,Yes,12,11,1,4
79605-BIH,Female,36,No,7,20,67,16
79608-GUJ,Female,49,Yes,6,21,20,8
79611-HAR,Male,61,Yes,0,18,5,32
79616-WES,Female,51,Yes,11,8,63,3
79624-JAM,Female,38,No,11,13,20,41
79637-TAM,Female,60,No,9,18,63,5
79666-KAR,Female,33,No,6,34,1,4
79700-KER,Female,53,No,5,30,18,73
79725-UTT,Male,58,No,13,33,1,10
79730-TAM,Female,41,Yes,0,13,1,5
79733-UTT,Female,31,Yes,12,21,1,10
79734-ASS,Male,47,No,11,10,1,46
79738-UTT,Female,33,Yes,1,6,1,10
79769-HAR,Male,78,Yes,1,35,1,32
79777-MAH,Male,77,Yes,13,33,18,2
79804-UTT,Female,37,No,13,3,1,10
79822-JAM,Male,41,Yes,12,28,20,41
79837-GUJ,Female,37,Yes,4,21,1,8
79867-ASS,Female,69,No,15,14,1,46
79867-JAM,Female,61,Yes,9,16,1,41
79898-PUN,Male,33,Yes,13,17,1,26
79905-UTT,Female,24,No,0,12,18,10
79910-TAM,Female,42,No,6,33,20,5
79918-MAH,Female,26,No,1,20,1,2
79919-PUN,Female,52,Yes,1,18,1,26
79921-GUJ,Female,36,No,8,12,1,8
79939-KAR,Female,60,No,4,12,1,4
79957-TAM,Male,46,No,2,13,1,5
79966-ODI,Male,37,Yes,7,7,3,69
79970-AND,Female,33,No,15,6,3,19
79971-GUJ,Male,65,Yes,1,17,25,8
79991-HAR,Female,36,No,7,14,1,32
79995-UTT,Male,51,Yes,2,33,1,10
81000-MAD,Female,18,No,1,8,1,20
81013-RAJ,Male,51,Yes,3,29,1,11
81021-TAM,Female,22,No,14,12,1,5
81048-UTT,Female,78,No,11,2,5,51
81052-AND,Female,69,No,14,14,1,19
81058-GUJ,Male,33,Yes,4,23,1,8
81060-PUN,Male,51,Yes,1,14,1,26
81081-AND,Female,72,No,12,16,193,19
81089-MAH,Male,38,Yes,11,11,1,2
81098-GUJ,Male,31,Yes,13,11,18,8
81107-WES,Male,44,Yes,3,23,1,3
81118-MAD,Female,31,No,1,13,18,20
81157-AND,Male,57,Yes,8,21,1,19
81164-JAM,Male,82,Yes,4,17,20,41
81169-TEL,Female,62,Yes,4,2,18,6
81174-AND,Female,68,No,7,7,1,19
81184-BIH,Male,60,No,9,36,3,16
81203-UTT,Male,26,Yes,14,5,1,10
81235-JHA,Female,42,Yes,9,32,18,29
81238-TEL,Female,23,Yes,6,2,1,6
81255-AND,Female,32,Yes,1,35,1,19
81257-MAH,Female,80,Yes,2,6,1,2
81278-MAD,Female,40,No,7,11,1,20
81316-WES,Female,38,Yes,10,34,1,3
81324-PUN,Female,49,No,4,3,63,26
81327-JHA,Female,69,Yes,6,3,1,29
81349-KAR,Male,72,No,14,19,1,4
81360-ODI,Male,34,Yes,0,6,5,69
81375-HAR,Female,44,No,15,21,1,32
81396-JHA,Male,25,Yes,7,18,3,29
81435-KAR,Male,52,No,3,29,1,4
81449-TAM,Female,35,No,12,25,1,5
81451-JAM,Female,71,Yes,12,4,22,41
81484-TAM,Female,43,No,10,22,5,5
81485-ODI,Female,61,Yes,8,26,63,69
81488-UTT,Female,77,Yes,10,7,19,10
81494-KAR,Female,31,Yes,5,25,1,4
81498-TEL,Male,24,Yes,3,1,1,6
81512-TAM,Female,63,Yes,13,16,1,5
81519-UTT,Female,39,No,10,25,1,51
81528-AND,Female,29,No,5,31,1,19
81541-PUN,Female,70,No,6,19,1,26
81567-GUJ,Female,39,No,4,20,1,8
81582-UTT,Female,34,Yes,4,1,1,10
81609-DEL,Female,39,No,1,30,20,1
81612-TAM,Male,45,Yes,5,11,1,5
81612-UTT,Female,36,No,6,5,1,10
81623-ODI,Female,27,Yes,10,35,1,69
81640-MAH,Female,59,Yes,0,23,1,2
81650-UTT,Male,46,No,5,22,288,10
81651-HAR,Female,32,Yes,1,14,1,32
81654-KER,Male,27,Yes,15,14,1,73
81665-MAH,Male,50,No,3,26,1,2
81676-KAR,Female,49,Yes,11,25,1,4
81710-TAM,Male,73,No,7,2,63,5
81714-BIH,Female,45,No,7,36,1,16
81727-TAM,Male,29,Yes,11,8,1,5
81745-BIH,Female,63,Yes,12,22,1,16
81763-DEL,Male,36,Yes,7,7,18,1
81769-GUJ,Female,71,Yes,4,31,63,8
81782-AND,Female,68,No,5,28,1,19
81800-WES,Male,70,No,3,27,1,3
81840-KAR,Female,35,Yes,10,29,1,4
81845-AND,Male,50,No,8,15,1,19
81850-MAH,Female,26,No,0,19,1,2
81858-KER,Female,47,Yes,10,8,1,73
81862-WES,Female,38,No,13,10,1,3
81886-CHH,Female,29,No,2,27,1,25
81889-TAM,Female,50,Yes,2,5,1,5
81896-BIH,Male,51,Yes,2,34,1,16
81940-MAH,Female,63,No,9,5,67,2
81946-TAM,Female,55,Yes,7,3,1,5
81949-HAR,Female,24,Yes,11,3,1,32
81952-MAH,Female,41,No,0,36,22,2
81957-RAJ,Male,51,Yes,14,18,1,11
81969-HAR,Male,21,No,1,3,1,32
81988-PUN,Female,26,No,5,35,1,26
82010-WES,Female,46,No,14,7,18,3
82015-AND,Male,32,Yes,9,6,26,19
82015-UTT,Female,52,No,7,23,1,10
82018-AND,Female,20,No,0,1,1,19
82027-UTT,Female,60,No,15,25,1,10
82030-ASS,Female,81,Yes,8,5,1,46
82035-TAM,Male,55,No,8,34,1,5
82065-GUJ,Female,73,Yes,6,32,1,8
82080-BIH,Male,57,No,6,10,1,16
82098-RAJ,Female,57,Yes,8,2,1,11
82109-MAH,Female,40,Yes,4,22,1,2
82118-JAM,Female,69,Yes,3,6,18,41
82119-UTT,Male,52,No,11,2,1,10
82120-UTT,Male,34,Yes,14,35,1,10
82129-JHA,Female,26,No,9,8,18,29
82141-UTT,Female,20,Yes,15,5,1,10
82170-TAM,Male,41,No,5,29,18,5
82174-TEL,Female,53,No,15,20,4,6
82183-WES,Female,30,Yes,8,6,1,3
82213-AND,Female,55,No,14,31,1,19
82252-TAM,Male,58,No,0,5,1,5
82253-ASS,Male,38,Yes,8,9,1,46
82267-JHA,Female,33,No,12,7,4,29
82290-GUJ,Female,76,Yes,2,34,63,8
82310-TAM,Male,55,Yes,2,16,1,5
82321-PUN,Female,35,Yes,7,32,1,26
82324-KAR,Male,56,No,11,25,1,4
82326-ODI,Female,27,Yes,4,4,20,69
82343-MAH,Female,69,No,8,25,1,2
82353-UTT,Female,19,No,9,7,1,10
82364-PUN,Female,40,Yes,11,13,1,26
82364-TAM,Female,25,No,2,7,1,5
82380-MAH,Female,57,No,0,3,1,2
82392-UTT,Male,62,No,8,25,1,51
82420-AND,Male,28,No,15,28,1,19
82427-MAH,Male,36,No,15,28,18,2
82439-KAR,Female,67,Yes,12,28,1,4
82473-AND,Male,63,Yes,10,1,18,19
82479-TEL,Female,72,Yes,8,26,72,6
82481-TAM,Female,75,Yes,11,1,63,5
82482-MAD,Female,64,Yes,9,34,1,20
82483-BIH,Female,80,No,14,3,1,16
82486-JHA,Female,44,No,3,1,3,29
82499-ASS,Female,28,Yes,8,28,1,46
82508-WES,Male,65,Yes,13,31,1,3
82511-RAJ,Male,43,No,12,23,1,11
82520-GUJ,Female,59,Yes,14,16,63,8
82546-MAD,Female,54,Yes,11,11,1,20
82555-KER,Male,32,Yes,13,9,1,73
82558-UTT,Female,51,No,7,30,212,10
82559-CHH,Male,34,Yes,0,33,18,25
82561-CHH,Female,64,No,1,23,3,25
82637-DEL,Female,59,No,9,18,20,1
82645-MAH,Female,54,Yes,8,6,1,2
82652-GUJ,Male,47,Yes,15,10,1,8
82678-WES,Female,41,No,2,18,1,3
82700-BIH,Male,25,No,13,27,22,16
82709-GUJ,Male,43,No,11,29,1,8
82711-PUN,Female,48,Yes,12,1,1,26
82718-TAM,Male,32,Yes,12,7,18,5
82744-AND,Female,39,Yes,9,10,22,19
82754-MAH,Male,42,Yes,2,1,1,2
82770-UTT,Female,79,Yes,14,9,1,51
82777-UTT,Male,48,No,5,7,1,10
82811-HAR,Female,46,Yes,2,18,1,32
82837-UTT,Female,47,No,11,7,22,10
82847-TAM,Male,63,Yes,1,9,63,5
82859-TEL,Male,45,No,7,30,1,6
82868-MAD,Female,22,Yes,4,4,193,20
82890-DEL,Female,23,No,6,3,1,1
82895-UTT,Female,26,No,8,23,20,10
82900-HAR,Female,63,No,6,23,1,32
82943-KER,Male,51,Yes,3,3,1,73
82965-TEL,Female,38,No,8,20,18,6
82990-JAM,Female,38,Yes,11,34,1,41
82990-RAJ,Female,77,Yes,13,30,63,11
82992-JAM,Female,62,No,15,19,1,41
82997-GUJ,Male,67,Yes,1,14,1,8
83023-KAR,Male,31,Yes,15,20,3,4
83050-PUN,Female,25,Yes,7,20,18,26
83080-HAR,Female,54,No,9,4,18,32
83082-ODI,Male,41,No,1,13,1,69
83086-MAH,Female,55,No,11,20,1,2
83090-AND,Female,44,Yes,9,19,1,19
83094-KER,Female,52,No,8,2,22,73
83099-HAR,Male,64,Yes,14,35,1,32
83113-GUJ,Male,35,No,8,30,18,8
83116-WES,Female,62,No,13,15,1,3
83118-MAH,Male,53,No,0,3,1,2
83127-PUN,Female,76,No,1,35,141,26
83137-KAR,Male,26,Yes,13,8,1,4
83137-RAJ,Male,59,Yes,15,26,1,11
83137-WES,Female,40,Yes,0,8,1,3
83153-KER,Female,76,No,4,32,1,73
83158-TAM,Male,65,Yes,1,32,1,5
83174-BIH,Male,23,No,9,6,1,16
83187-UTT,Female,36,Yes,9,7,1,10
83192-TAM,Male,64,Yes,3,22,1,5
83193-CHH,Female,67,No,10,26,1,25
83196-UTT,Female,61,Yes,3,10,18,10
83205-JAM,Female,33,Yes,9,13,20,41
83214-TAM,Female,52,No,9,26,1,5
83234-HAR,Male,33,Yes,13,5,1,32
83239-MAH,Female,44,No,3,30,1,2
83245-ASS,Female,26,Yes,2,18,1,46
83253-KER,Male,25,No,9,4,67,73
83256-TEL,Female,78,Yes,2,14,1,6
83263-TEL,Female,82,No,10,1,1,6
83264-BIH,Male,35,Yes,0,23,5,16
83296-AND,Female,27,No,4,4,1,19
83308-TAM,Male,40,No,5,14,18,5
83319-KAR,Male,52,Yes,12,26,1,4
83333-BIH,Female,19,No,4,3,63,16
83335-HAR,Female,37,No,15,13,1,32
83336-AND,Female,38,Yes,7,31,193,19
83338-MAH,Male,61,No,4,21,1,2
83363-TEL,Male,27,No,11,15,1,6
83399-MAH,Female,43,Yes,5,24,22,2
83410-ASS,Female,54,Yes,11,22,1,46
83438-HAR,Female,39,No,9,33,1,32
83440-GUJ,Male,53,No,4,14,18,8
83461-ODI,Female,60,No,6,22,1,69
83486-MAH,Male,34,No,5,4,18,2
83489-CHH,Male,59,No,12,13,1,25
83519-HAR,Female,53,No,6,17,1,32
83526-AND,Male,48,Yes,12,13,1,19
83549-GUJ,Female,47,Yes,4,32,1,8
83553-GUJ,Male,47,No,9,5,1,8
83568-HAR,Male,54,No,10,32,1,32
83578-AND,Male,59,Yes,0,32,1,19
83591-WES,Female,65,No,4,3,1,3
83600-MAH,Female,31,No,9,1,1,2
83601-MAH,Female,20,No,13,5,1,2
83610-BIH,Female,66,Yes,0,11,18,16
83612-MAH,Male,46,Yes,2,25,1,2
83612-TAM,Female,61,No,3,24,1,5
83613-RAJ,Male,74,Yes,5,13,1,11
83616-MAH,Male,44,No,7,33,22,2
83625-JAM,Female,54,Yes,8,5,1,41
83633-UTT,Female,74,Yes,8,27,1,10
83648-PUN,Male,27,No,5,14,1,26
83655-PUN,Female,49,No,13,34,1,26
83658-RAJ,Male,25,Yes,7,12,1,11
83664-TAM,Female,42,No,2,22,1,5
83677-HAR,Male,38,No,1,29,1,32
83690-AND,Male,63,No,11,6,1,19
83708-DEL,Female,44,No,5,11,1,1
83717-AND,Female,34,No,14,25,1,19
83718-HAR,Female,24,No,11,10,63,32
83736-UTT,Male,43,Yes,1,25,18,10
83787-UTT,Female,38,No,10,33,1,10
83796-UTT,Female,59,No,1,10,1,10
83803-TAM,Female,28,No,4,15,1,5
83804-MAD,Male,29,Yes,14,13,1,20
83811-KAR,Female,44,No,2,35,22,4
83812-MAD,Female,36,Yes,6,11,1,20
83817-UTT,Male,48,No,8,18,18,10
83845-UTT,Female,39,Yes,9,15,3,10
83883-ODI,Male,61,No,15,2,1,69
83900-HAR,Female,55,Yes,2,31,1,32
83908-DEL,Female,47,Yes,15,28,5,1
83915-AND,Male,36,No,2,28,1,19
83916-ASS,Male,53,Yes,11,15,1,46
83919-PUN,Female,61,Yes,0,36,3,26
83931-MAD,Female,46,Yes,1,27,1,20
83932-BIH,Female,53,Yes,1,20,1,16
83934-PUN,Male,61,Yes,13,33,63,26
83939-AND,Female,42,No,8,27,18,19
83939-TEL,Female,39,No,0,4,1,6
83942-CHH,Female,75,Yes,10,30,1,25
83961-MAD,Female,37,No,1,22,1,20
83985-JAM,Female,62,No,14,22,20,41
83994-DEL,Male,48,Yes,8,24,18,1
84002-ODI,Male,77,No,5,5,1,69
84005-MAD,Male,48,Yes,6,26,1,20
84012-MAD,Female,28,Yes,13,27,212,20
84034-UTT,Male,68,Yes,7,3,1,51
84042-ASS,Female,44,Yes,15,23,1,46
84054-PUN,Female,61,No,1,31,1,26
84065-PUN,Male,78,No,11,25,1,26
84106-CHH,Male,65,No,14,34,1,25
84107-UTT,Male,32,No,0,6,1,10
84116-UTT,Male,32,No,13,35,1,10
84121-JAM,Male,69,Yes,6,22,20,41
84122-UTT,Male,35,Yes,2,4,1,10
84133-KER,Female,38,No,10,11,5,73
84134-WES,Female,30,Yes,4,1,1,3
84145-WES,Female,54,Yes,9,9,1,3
84182-TAM,Female,23,No,1,7,1,5
84192-TEL,Female,60,No,13,32,1,6
84199-MAH,Male,30,No,11,11,1,2
84201-PUN,Female,35,No,11,36,1,26
84234-MAH,Male,34,No,4,2,1,2
84241-KAR,Female,26,No,3,27,1,4
84271-TEL,Female,50,Yes,0,24,1,6
84284-BIH,Male,60,Yes,0,28,1,16
84298-TAM,Male,37,No,5,23,3,5
84317-BIH,Male,79,No,10,28,1,16
84331-ASS,Female,56,Yes,4,35,20,46
84339-KAR,Male,69,No,10,32,1,4
84340-UTT,Male,56,Yes,5,31,3,10
84345-KER,Female,27,No,6,4,1,73
84373-UTT,Male,46,No,9,20,1,10
84377-ASS,Female,63,No,6,3,67,46
84425-GUJ,Male,74,No,15,21,19,8
84442-HAR,Female,55,No,13,20,1,32
84468-BIH,Female,33,Yes,8,8,1,16
84470-AND,Male,30,No,12,27,1,19
84496-RAJ,Female,34,No,15,9,1,11
84506-GUJ,Female,73,No,2,28,1,8
84508-TAM,Female,28,Yes,11,28,18,5
84513-PUD,Male,34,No,1,32,1,238
84516-WES,Female,72,No,15,30,1,3
84517-MAD,Male,28,No,13,15,1,20
84524-TEL,Female,67,Yes,14,1,1,6
84535-TAM,Male,46,No,2,36,18,5
84545-PUD,Female,39,No,11,12,4,238
84559-JAM,Female,19,No,2,5,20,41
84563-WES,Female,65,Yes,5,34,1,3
84577-TEL,Female,59,Yes,11,29,18,6
84579-ASS,Male,31,No,5,6,1,46
84588-UTT,Female,68,No,1,9,26,10
84599-MAH,Female,61,No,14,24,3,2
84613-BIH,Female,30,No,8,22,18,16
84616-GUJ,Female,20,Yes,5,3,1,8
84650-PUN,Female,58,No,1,10,1,26
84659-GUJ,Male,75,Yes,1,30,1,8
84666-TEL,Female,21,No,6,5,67,6
84687-PUN,Female,31,No,0,18,18,26
84710-MAH,Male,29,Yes,7,23,22,2
84714-TAM,Female,51,No,14,35,72,5
84720-GUJ,Male,55,Yes,11,6,18,8
84726-BIH,Female,42,Yes,2,4,1,16
84741-MAH,Female,66,Yes,9,23,1,2
84743-AND,Male,32,No,13,10,1,19
84766-UTT,Female,53,No,9,2,20,10
84770-UTT,Female,38,Yes,2,21,18,10
84783-WES,Female,48,Yes,1,13,1,3
84789-PUN,Male,46,No,9,19,18,26
84798-PUN,Female,59,No,1,6,1,26
84807-KAR,Female,83,No,14,5,4,4
84823-JAM,Male,33,Yes,11,22,1,41
84829-TEL,Male,28,No,8,20,1,6
84837-KAR,Male,31,No,3,10,141,4
84840-BIH,Male,56,No,1,22,1,16
84842-KER,Female,61,Yes,9,20,3,73
84843-MAD,Female,57,Yes,11,8,18,20
84889-GUJ,Female,23,No,12,10,22,8
84937-PUN,Female,76,Yes,2,32,1,26
84954-GUJ,Female,41,Yes,9,10,1,8
84956-BIH,Male,82,No,5,14,25,16
84975-UTT,Female,36,No,7,21,1,10
84976-WES,Female,64,No,11,29,3,3
84978-PUD,Male,72,Yes,11,34,22,238
84987-BIH,Female,33,Yes,9,13,1,16
85022-MAD,Female,76,Yes,6,21,1,20
85027-KAR,Male,57,No,14,27,18,4
85031-RAJ,Female,60,No,1,4,18,11
85049-MAD,Female,41,Yes,15,3,22,20
85050-GUJ,Male,72,Yes,3,17,63,8
85111-JHA,Female,26,No,3,2,1,29
85113-TAM,Female,36,No,7,2,1,5
85148-TEL,Female,58,No,3,6,26,6
85160-PUN,Female,18,No,10,9,1,26
85186-MAD,Female,82,No,11,20,1,20
85208-TAM,Female,37,Yes,6,31,1,5
85218-GUJ,Female,31,No,2,17,1,8
85241-TAM,Female,36,Yes,2,19,1,5
85248-KAR,Female,35,Yes,4,11,1,4
85255-PUN,Male,42,No,1,25,1,26
85274-GUJ,Female,65,No,5,10,1,8
85280-ODI,Female,62,Yes,7,4,1,69
85284-KAR,Male,60,Yes,13,36,1,4
85293-UTT,Male,78,No,6,23,1,10
85301-WES,Female,30,Yes,15,36,1,3
85351-BIH,Female,36,No,8,28,1,16
85356-JAM,Female,33,No,6,26,1,41
85356-KAR,Female,38,Yes,0,22,1,4
85386-UTT,Female,45,Yes,0,15,1,10
85404-KAR,Male,51,No,15,33,1,4
85413-MAH,Female,67,Yes,7,3,1,2
85428-HAR,Female,62,Yes,11,18,18,32
85444-KAR,Male,55,No,4,26,193,4
85445-HAR,Male,60,No,0,26,1,32
85470-RAJ,Female,56,Yes,11,11,1,11
85472-BIH,Female,30,Yes,11,5,1,16
85506-MAH,Female,23,No,0,10,18,2
85542-WES,Female,27,No,7,2,63,3
85558-GUJ,Female,38,Yes,13,13,1,8
85560-KAR,Male,51,No,15,14,1,4
85576-AND,Female,60,No,6,20,1,19
85577-JAM,Male,24,Yes,10,5,1,41
85604-JHA,Female,61,Yes,14,15,1,29
85635-TAM,Female,35,Yes,4,1,1,5
85643-KER,Female,75,Yes,13,6,1,73
85666-JAM,Male,53,Yes,1,25,20,41
85682-UTT,Female,26,No,3,20,1,51
85690-HAR,Female,68,No,4,29,1,32
85695-WES,Male,76,No,2,33,1,3
85703-WES,Female,60,Yes,10,1,1,3
85731-MAH,Female,51,No,12,14,1,2
85732-MAD,Female,58,No,7,25,67,20
85763-TEL,Male,36,No,11,13,1,6
85778-ODI,Male,63,No,9,24,3,69
85790-TAM,Male,65,No,4,7,1,5
85790-UTT,Male,42,No,2,21,1,10
85794-JHA,Female,36,No,5,4,1,29
85803-BIH,Male,32,No,8,24,1,16
85850-HAR,Female,47,No,10,30,1,32
85861-UTT,Female,26,No,9,2,1,10
85862-TAM,Female,27,No,7,22,1,5
85886-RAJ,Female,19,No,1,11,1,11
85907-BIH,Female,71,No,3,4,1,16
85917-TAM,Male,53,Yes,7,15,18,5
85923-PUN,Female,66,No,10,31,1,26
85927-AND,Female,19,No,14,3,25,19
85928-AND,Female,26,No,3,32,5,19
85946-WES,Female,81,Yes,4,30,63,3
85949-TAM,Male,79,No,4,14,1,5
85953-UTT,Female,20,No,4,12,1,10
85963-JHA,Male,64,Yes,4,12,1,29
85989-TAM,Female,42,No,6,18,1,5
85992-MAD,Female,50,Yes,0,33,1,20
85993-KAR,Female,42,Yes,11,1,3,4
85997-JAM,Female,62,Yes,5,17,25,41
86047-KAR,Female,34,No,9,10,1,4
86082-MAH,Female,31,No,15,21,1,2
86082-WES,Male,34,No,9,28,1,3
86093-HAR,Male,62,No,8,31,1,32
86106-WES,Male,42,No,14,29,1,3
86156-TAM,Female,51,Yes,9,9,26,5
86198-UTT,Female,35,Yes,14,1,1,10
86202-RAJ,Female,58,No,12,31,1,11
86218-HAR,Female,71,Yes,7,23,63,32
86243-KER,Female,63,Yes,15,8,26,73
86289-UTT,Male,27,No,4,27,18,10
86315-TAM,Female,54,No,6,13,18,5
86329-TAM,Male,73,Yes,14,27,1,5
86342-MAD,Female,67,No,0,10,1,20
86362-ASS,Female,35,Yes,15,11,18,46
86369-BIH,Female,59,No,1,2,18,16
86378-RAJ,Female,56,Yes,7,4,26,11
86385-ASS,Male,80,No,1,16,212,46
86389-JAM,Female,74,No,7,9,20,41
86395-PUN,Female,29,No,14,2,1,26
86403-MAH,Male,35,Yes,6,11,1,2
86421-TEL,Male,56,No,8,25,1,6
86433-TAM,Male,62,Yes,8,1,212,5
86443-MAH,Male,21,Yes,3,10,1,2
86508-UTT,Male,50,No,8,7,3,10
86512-HAR,Male,44,No,8,19,5,32
86530-TAM,Female,49,Yes,15,1,1,5
86539-KAR,Male,31,Yes,4,17,1,4
86548-UTT,Female,62,No,9,2,1,10
86553-BIH,Male,25,No,10,6,1,16
86594-CHH,Female,40,No,4,21,1,25
86596-PUD,Female,47,Yes,10,33,1,238
86614-ASS,Male,41,No,13,19,1,46
86649-BIH,Male,55,No,13,33,1,16
86665-AND,Male,29,Yes,5,9,1,19
86678-UTT,Female,33,No,15,26,1,10
86684-MAD,Female,74,No,7,3,1,20
86690-KAR,Female,62,No,8,28,20,4
86703-WES,Female,54,Yes,14,35,18,3
86709-TEL,Male,36,No,6,19,3,6
86710-MAH,Female,72,No,9,14,4,2
86714-AND,Male,65,No,12,18,20,19
86777-HAR,Male,75,No,2,22,86,32
86778-ASS,Female,74,Yes,8,8,3,46
86779-JHA,Female,52,No,12,15,1,29
86781-PUN,Female,33,No,5,36,63,26
86783-TEL,Female,69,Yes,0,24,1,6
86818-MAH,Female,29,Yes,8,22,1,2
86841-TAM,Female,53,Yes,0,3,1,5
